measurement_name	peak_name	t	r	signal	index_t	index_r
BD18_1711291656_ims.csv	p1	0.4788	0	119.079	830	0
BD18_1711291656_ims.csv	p2	0.58645	3.541	54.5395	1015	7
BD18_1711291656_ims.csv	p3	0.58005	7.488	16.5429	1004	15
BD18_1711291656_ims.csv	p4	0.49684	6.521	223.28	861	13
BD18_1711291656_ims.csv	p6	0.54804	7.488	230.388	949	15
BD18_1711291656_ims.csv	p7	0.45088	10.499	12.755	782	21
BD18_1711291656_ims.csv	p8	0.45029	15.413	11.7709	781	31
BD18_1711291656_ims.csv	p9	0.45204	4.508	196.971	784	9
BD18_1711291656_ims.csv	p10	0.50848	11.029	18.7251	881	22
BD18_1711291656_ims.csv	p12	0.53641	7.488	69.0156	929	15
BD18_1711291656_ims.csv	p13	0.80522	19.391	26.3247	1391	39
BD18_1711291656_ims.csv	p14	0.84886	19.391	13.4718	1466	39
BD18_1711291656_ims.csv	p15	0.64405	19.391	58.425	1114	39
BD18_1711291656_ims.csv	p16	0.57772	23.462	25.218	1000	47
BD18_1711291656_ims.csv	p17	0.8541	29.453	24.1692	1475	59
BD18_1711291656_ims.csv	p18	0.68303	29.453	22.3829	1181	59
BD18_1711291656_ims.csv	p19	0.81279	29.453	53.695	1404	59
BD18_1711291656_ims.csv	p20	0.84188	29.453	31.7224	1454	59
BD18_1711291656_ims.csv	p21	0.64289	29.453	289.266	1112	59
BD18_1711291656_ims.csv	p23	0.5975	29.453	183.245	1034	59
BD18_1711291656_ims.csv	p24	0.5975	19.391	297.072	1034	39
BD18_1711291656_ims.csv	p25	0.65045	45.271	14.9934	1125	91
BD18_1711291656_ims.csv	p26	0.5975	56.768	104.863	1034	114
BD18_1711291656_ims.csv	p27	0.5975	37.331	291.889	1034	75
BD18_1711291656_ims.csv	p28	0.73307	59.233	10.2383	1267	119
BD18_1711291656_ims.csv	p29	0.64987	93.116	10.0955	1124	187
BD18_1711291656_ims.csv	p30	0.90006	95.581	10.9861	1554	192
BD18_1711291656_ims.csv	p31	1.0048	97.063	32.634	1734	195
BD18_1711291656_ims.csv	p32	1.09091	97.063	15.6265	1882	195
BD18_1711291656_ims.csv	p33	1.11593	97.063	15.4124	1925	195
BD18_1711291656_ims.csv	p34	0.96756	97.063	42.2052	1670	195
BD18_1711291656_ims.csv	p35	0.97628	97.063	44.8943	1685	195
BD18_1711291656_ims.csv	p36	1.03971	97.063	24.2993	1794	195
BD18_1711291656_ims.csv	p37	1.07694	97.063	17.6052	1858	195
BD18_1711291656_ims.csv	p38	1.08218	97.063	17.3237	1867	195
BD18_1711291656_ims.csv	p39	1.10662	97.063	15.4568	1909	195
BD18_1711291656_ims.csv	p40	1.04843	97.063	23.1002	1809	195
BD18_1711291656_ims.csv	p41	1.0176	98.03	28.2808	1756	197
BD18_1711291656_ims.csv	p42	1.05309	97.5	21.5739	1817	196
BD18_1711291656_ims.csv	p43	1.07113	97.5	19.2604	1848	196
BD18_1711291656_ims.csv	p45	1.09731	97.063	14.9835	1893	195
BD18_1711291656_ims.csv	p47	1.03505	97.5	24.6934	1786	196
BD18_1711291656_ims.csv	p48	1.06531	97.5	19.4899	1838	196
BD18_1711291656_ims.csv	p49	1.11244	98.03	15.0328	1919	197
BD18_1711291656_ims.csv	p51	1.13978	97.5	49.6443	1966	196
BD18_1711291656_ims.csv	p52	0.66034	103.007	10.2859	1142	207
BD18_1711291656_ims.csv	p53	0.92392	100.074	123.088	1595	201
BD18_1711291656_ims.csv	p55	0.73831	93.647	27.0583	1276	188
BD18_1711291656_ims.csv	p57	0.60623	102.04	106.694	1049	205
BD18_1711291656_ims.csv	p59	0.88784	116.969	47.5404	1533	235
